B_COUNTRY_ALPHA,Q262,Q260,Q289,Q275,Q287,mapped_category
PAK,21,2,5,1,4,8.0
PAK,49,2,5,2,4,3.0
PAK,45,2,5,1,4,3.0
PAK,26,2,5,7,4,3.0
PAK,65,1,5,1,4,3.0
PAK,50,1,5,4,5,3.0
PAK,50,1,5,0,5,3.0
PAK,48,1,5,4,4,8.0
PAK,65,1,5,0,5,8.0
PAK,35,1,5,3,5,3.0
PAK,42,1,5,0,5,3.0
PAK,35,1,5,2,5,3.0
PAK,20,1,5,0,3,3.0
PAK,22,1,5,3,3,3.0
PAK,19,1,5,2,2,3.0
PAK,20,1,5,7,1,3.0
PAK,65,1,5,2,5,3.0
PAK,46,1,5,0,3,3.0
PAK,20,2,5,3,4,3.0
PAK,38,2,5,1,4,3.0
PAK,50,2,5,3,2,3.0
PAK,42,2,5,2,4,3.0
PAK,35,2,5,0,2,3.0
PAK,19,2,5,3,2,3.0
PAK,28,2,5,3,4,3.0
PAK,48,2,5,4,2,3.0
PAK,43,2,5,4,2,3.0
PAK,30,1,5,4,4,3.0
PAK,18,1,5,3,3,3.0
PAK,38,1,5,0,3,3.0
PAK,42,1,5,0,2,3.0
PAK,60,1,5,0,3,3.0
PAK,40,2,5,4,3,3.0
PAK,39,2,5,6,4,3.0
PAK,35,2,5,6,3,3.0
PAK,35,2,5,0,4,3.0
PAK,22,2,5,4,4,3.0
PAK,19,2,5,4,3,3.0
PAK,38,2,5,7,2,3.0
PAK,42,2,5,6,2,3.0
PAK,50,2,5,6,2,3.0
PAK,20,2,5,4,2,3.0
PAK,30,2,5,1,1,3.0
PAK,22,2,5,1,4,3.0
PAK,42,2,5,0,4,3.0
PAK,21,2,5,7,2,3.0
PAK,35,2,5,0,4,3.0
PAK,25,2,5,1,4,3.0
PAK,40,2,5,0,4,3.0
PAK,45,2,5,0,2,3.0
PAK,23,2,5,0,4,3.0
PAK,37,1,5,4,2,3.0
PAK,41,1,5,3,5,3.0
PAK,41,1,5,3,5,3.0
PAK,40,1,5,6,2,3.0
PAK,38,1,5,3,2,3.0
PAK,44,1,5,4,5,3.0
PAK,33,1,5,5,5,3.0
PAK,42,1,5,6,2,3.0
PAK,48,1,5,6,5,3.0
PAK,53,1,5,1,4,3.0
PAK,34,1,5,2,3,3.0
PAK,42,1,5,4,3,3.0
PAK,32,1,5,2,2,3.0
PAK,52,2,5,4,4,3.0
PAK,52,2,5,1,2,3.0
PAK,46,2,5,4,1,3.0
PAK,18,1,5,6,2,3.0
PAK,33,1,5,4,3,3.0
PAK,30,1,5,4,4,3.0
PAK,30,1,5,6,2,3.0
PAK,33,1,5,4,3,3.0
PAK,35,1,5,2,4,3.0
PAK,37,1,5,3,3,3.0
PAK,28,1,5,3,2,3.0
PAK,60,1,5,0,3,3.0
PAK,18,1,5,1,5,3.0
PAK,23,1,5,3,2,3.0
PAK,20,1,5,3,3,3.0
PAK,19,2,5,3,4,3.0
PAK,40,2,5,3,2,3.0
PAK,34,2,5,3,2,3.0
PAK,19,2,5,3,4,3.0
PAK,23,2,5,1,4,3.0
PAK,40,2,5,1,4,3.0
PAK,20,2,5,6,5,3.0
PAK,22,2,5,6,2,3.0
PAK,32,2,5,4,4,3.0
PAK,38,1,5,0,5,3.0
PAK,37,1,5,4,4,3.0
PAK,40,1,5,4,4,3.0
PAK,39,1,5,1,4,3.0
PAK,39,1,5,2,4,3.0
PAK,41,1,5,1,4,3.0
PAK,40,1,5,3,4,3.0
PAK,40,1,5,1,2,3.0
PAK,40,1,5,3,1,3.0
PAK,55,1,5,2,1,3.0
PAK,40,1,5,3,2,3.0
PAK,41,2,5,3,2,3.0
PAK,40,2,5,3,4,3.0
PAK,36,1,5,3,4,3.0
PAK,35,1,5,3,3,3.0
PAK,39,1,5,3,3,3.0
PAK,33,2,5,4,2,3.0
PAK,37,2,5,4,1,3.0
PAK,30,2,5,4,4,3.0
PAK,32,2,5,3,3,3.0
PAK,31,2,5,3,2,3.0
PAK,25,2,5,6,3,3.0
PAK,22,2,5,5,2,3.0
PAK,55,2,5,4,2,3.0
PAK,40,2,5,2,4,3.0
PAK,35,2,5,2,4,3.0
PAK,40,2,5,0,4,3.0
PAK,50,2,5,0,4,3.0
PAK,48,2,5,0,4,3.0
PAK,55,2,5,0,4,3.0
PAK,49,2,5,0,4,3.0
PAK,29,2,5,1,4,3.0
PAK,30,2,5,1,4,3.0
PAK,28,2,5,0,3,3.0
PAK,34,2,5,1,4,3.0
PAK,30,2,5,3,3,3.0
PAK,49,2,5,0,5,3.0
PAK,38,2,5,0,3,3.0
PAK,45,2,5,3,3,3.0
PAK,32,2,5,4,3,3.0
PAK,40,2,5,1,3,3.0
PAK,27,1,5,1,3,3.0
PAK,40,1,5,0,4,3.0
PAK,40,2,5,0,4,3.0
PAK,30,1,5,0,3,3.0
PAK,40,1,5,1,3,3.0
PAK,20,1,5,0,3,3.0
PAK,30,2,5,2,3,3.0
PAK,26,2,5,4,3,3.0
PAK,30,2,5,3,4,3.0
PAK,32,2,5,1,4,3.0
PAK,38,2,5,0,4,3.0
PAK,27,2,5,1,4,3.0
PAK,28,2,5,3,3,3.0
PAK,35,2,5,0,4,3.0
PAK,26,2,5,0,4,3.0
PAK,70,2,5,0,4,3.0
PAK,25,2,5,3,4,3.0
PAK,33,2,5,0,4,3.0
PAK,28,2,5,1,3,3.0
PAK,27,2,5,3,4,3.0
PAK,40,2,5,0,4,3.0
PAK,28,2,5,1,4,3.0
PAK,40,2,5,0,4,3.0
PAK,30,2,5,1,3,3.0
PAK,35,2,5,0,5,3.0
PAK,19,2,5,3,5,3.0
PAK,42,2,5,1,4,3.0
PAK,39,1,5,6,2,3.0
PAK,60,1,5,7,3,3.0
PAK,19,1,5,3,4,3.0
PAK,18,1,5,3,3,3.0
PAK,32,1,5,7,3,3.0
PAK,60,1,5,3,3,3.0
PAK,26,2,5,4,3,3.0
PAK,30,1,5,3,3,3.0
PAK,30,2,5,7,2,3.0
PAK,34,1,5,6,3,3.0
PAK,30,1,5,3,4,3.0
PAK,25,1,5,6,3,3.0
PAK,30,1,5,6,4,3.0
PAK,32,1,5,2,5,3.0
PAK,28,2,5,6,4,3.0
PAK,33,1,5,2,4,3.0
PAK,32,2,5,8,2,3.0
PAK,19,2,5,4,4,3.0
PAK,62,2,5,1,4,3.0
PAK,25,2,5,6,4,3.0
PAK,24,2,5,4,5,3.0
PAK,32,2,5,4,3,3.0
PAK,45,2,5,1,4,3.0
PAK,25,2,5,3,4,3.0
PAK,55,2,5,2,3,3.0
PAK,27,2,5,3,3,3.0
PAK,38,2,5,0,4,3.0
PAK,39,1,5,2,4,3.0
PAK,31,1,5,7,4,3.0
PAK,53,1,5,2,4,3.0
PAK,35,1,5,7,3,3.0
PAK,39,1,5,0,4,3.0
PAK,30,1,5,4,4,3.0
PAK,31,1,5,1,4,3.0
PAK,33,1,5,2,3,3.0
PAK,32,1,5,3,4,3.0
PAK,24,1,5,3,3,3.0
PAK,58,1,5,0,5,3.0
PAK,27,1,5,3,2,3.0
PAK,45,1,5,6,3,3.0
PAK,36,1,5,3,3,3.0
PAK,20,1,5,2,3,3.0
PAK,32,1,5,0,3,3.0
PAK,26,1,5,4,3,3.0
PAK,57,1,5,1,3,3.0
PAK,36,1,5,0,2,3.0
PAK,22,1,5,4,4,3.0
PAK,18,1,5,6,4,3.0
PAK,22,1,5,1,3,3.0
PAK,24,1,5,0,1,3.0
PAK,24,2,5,2,5,3.0
PAK,36,2,5,2,3,3.0
PAK,41,2,5,0,5,3.0
PAK,50,2,5,1,4,3.0
PAK,40,2,5,0,5,3.0
PAK,42,1,5,0,5,3.0
PAK,35,1,5,0,4,3.0
PAK,23,1,5,0,4,3.0
PAK,45,1,5,0,4,3.0
PAK,35,1,5,1,4,3.0
PAK,25,1,5,0,4,3.0
PAK,45,1,5,0,4,3.0
PAK,30,1,5,3,3,3.0
PAK,25,1,5,0,5,3.0
PAK,28,1,5,2,3,3.0
PAK,34,1,5,1,4,3.0
PAK,55,2,5,3,2,3.0
PAK,22,2,5,2,4,3.0
PAK,42,2,5,3,3,3.0
PAK,47,2,5,1,4,3.0
PAK,42,2,5,3,3,3.0
PAK,45,2,5,3,3,3.0
PAK,22,2,5,6,3,3.0
PAK,32,2,5,3,3,3.0
PAK,30,2,5,3,4,3.0
PAK,38,2,9,3,4,3.0
PAK,21,2,5,3,4,3.0
PAK,40,2,5,1,4,3.0
PAK,36,2,5,2,4,3.0
PAK,30,2,5,6,3,3.0
PAK,32,2,5,3,4,3.0
PAK,35,2,5,3,4,3.0
PAK,25,2,5,3,4,3.0
PAK,40,2,5,3,4,3.0
PAK,70,1,5,1,3,3.0
PAK,47,1,5,3,3,3.0
PAK,46,1,5,0,4,3.0
PAK,30,1,9,1,4,3.0
PAK,25,1,5,3,4,3.0
PAK,32,1,5,7,3,3.0
PAK,67,1,5,4,2,3.0
PAK,28,1,5,2,4,3.0
PAK,19,1,5,3,4,3.0
PAK,38,1,5,1,4,3.0
PAK,40,1,5,3,4,3.0
PAK,22,1,5,1,3,3.0
PAK,22,1,5,4,2,3.0
PAK,30,1,5,1,4,3.0
PAK,54,1,5,3,3,3.0
PAK,19,1,5,4,4,3.0
PAK,45,2,5,0,5,3.0
PAK,23,2,5,3,3,3.0
PAK,35,2,5,0,4,3.0
PAK,33,2,5,3,3,3.0
PAK,30,2,5,4,3,3.0
PAK,19,1,5,1,5,3.0
PAK,22,1,5,0,4,3.0
PAK,38,1,5,3,5,3.0
PAK,29,1,5,3,3,3.0
PAK,40,1,5,4,5,3.0
PAK,23,1,5,3,4,3.0
PAK,29,1,5,0,4,3.0
PAK,36,1,5,1,4,3.0
PAK,19,1,5,0,4,3.0
PAK,19,1,5,1,5,3.0
PAK,38,1,5,3,3,3.0
PAK,22,1,5,0,5,3.0
PAK,43,1,5,4,3,3.0
PAK,30,1,5,3,3,3.0
PAK,20,1,5,0,5,3.0
PAK,38,1,5,3,3,3.0
PAK,48,1,5,0,5,3.0
PAK,57,1,5,3,5,3.0
PAK,19,1,5,2,5,3.0
PAK,38,2,5,0,4,3.0
PAK,21,2,5,2,4,3.0
PAK,35,2,5,0,4,3.0
PAK,28,2,5,0,5,3.0
PAK,20,2,5,0,5,3.0
PAK,20,2,5,0,5,3.0
PAK,40,1,5,3,4,3.0
PAK,40,1,5,2,4,3.0
PAK,38,1,5,6,2,3.0
PAK,35,1,5,2,4,8.0
PAK,35,1,5,3,3,3.0
PAK,40,1,5,3,4,3.0
PAK,25,1,5,3,4,8.0
PAK,30,2,5,0,3,3.0
PAK,30,2,5,1,4,3.0
PAK,25,2,5,1,4,3.0
PAK,26,2,5,0,3,3.0
PAK,60,2,5,0,3,3.0
PAK,62,1,5,3,4,3.0
PAK,37,1,5,4,4,3.0
PAK,45,1,5,2,3,3.0
PAK,43,1,5,0,3,3.0
PAK,60,1,5,3,4,3.0
PAK,28,1,5,4,2,3.0
PAK,33,1,5,4,3,3.0
PAK,40,1,5,3,4,3.0
PAK,47,1,5,2,3,3.0
PAK,50,1,5,0,4,3.0
PAK,32,2,5,3,4,3.0
PAK,50,2,5,0,3,3.0
PAK,47,2,5,1,3,3.0
PAK,36,2,5,2,4,3.0
PAK,33,2,5,0,5,3.0
PAK,31,2,5,0,4,3.0
PAK,35,2,5,0,5,3.0
PAK,33,2,5,2,3,3.0
PAK,48,2,5,0,4,3.0
PAK,20,2,5,3,4,3.0
PAK,30,2,5,2,3,3.0
PAK,49,1,5,2,4,3.0
PAK,33,1,5,0,5,3.0
PAK,60,1,5,4,4,3.0
PAK,48,1,5,1,4,3.0
PAK,20,2,5,0,3,3.0
PAK,25,2,5,1,4,3.0
PAK,45,2,5,0,4,3.0
PAK,20,2,5,0,4,3.0
PAK,22,2,5,4,1,3.0
PAK,32,2,5,3,4,3.0
PAK,33,2,5,4,1,3.0
PAK,30,2,5,1,2,3.0
PAK,28,2,5,0,5,3.0
PAK,30,2,5,6,2,3.0
PAK,25,2,5,0,5,3.0
PAK,40,2,5,1,4,3.0
PAK,40,2,5,0,5,3.0
PAK,42,2,5,0,3,3.0
PAK,42,1,5,2,5,3.0
PAK,18,1,5,3,5,3.0
PAK,48,1,5,1,3,3.0
PAK,20,1,5,1,3,3.0
PAK,42,1,5,0,4,3.0
PAK,38,1,5,3,5,3.0
PAK,19,1,5,3,4,3.0
PAK,60,1,5,0,4,3.0
PAK,28,1,5,2,5,3.0
PAK,48,2,5,0,5,3.0
PAK,48,2,5,0,4,3.0
PAK,40,2,5,2,4,3.0
PAK,38,2,5,0,4,3.0
PAK,40,2,5,0,5,3.0
PAK,45,2,5,3,5,3.0
PAK,45,2,5,0,4,3.0
PAK,30,2,5,0,5,3.0
PAK,28,1,5,4,4,3.0
PAK,35,1,5,7,3,3.0
PAK,58,1,5,7,2,3.0
PAK,34,1,5,7,3,3.0
PAK,26,1,5,3,3,3.0
PAK,31,1,5,4,3,3.0
PAK,30,1,5,1,3,3.0
PAK,34,1,5,0,4,3.0
PAK,24,1,5,3,3,3.0
PAK,48,1,5,4,3,3.0
PAK,20,1,5,4,3,3.0
PAK,23,1,5,2,3,3.0
PAK,30,1,5,2,3,3.0
PAK,29,1,5,4,3,3.0
PAK,45,1,5,4,3,3.0
PAK,28,2,5,0,5,3.0
PAK,56,2,5,0,5,3.0
PAK,22,2,5,2,3,3.0
PAK,22,2,5,2,3,3.0
PAK,43,2,5,0,5,3.0
PAK,44,1,5,4,4,3.0
PAK,55,1,5,2,4,3.0
PAK,31,1,5,1,3,3.0
PAK,44,1,5,0,4,3.0
PAK,36,1,5,1,4,3.0
PAK,32,1,5,1,4,3.0
PAK,60,1,5,6,4,3.0
PAK,48,1,5,0,5,3.0
PAK,32,1,5,1,4,3.0
PAK,23,1,5,2,3,3.0
PAK,28,1,5,3,3,3.0
PAK,24,1,5,4,3,3.0
PAK,55,1,5,0,5,3.0
PAK,30,1,5,3,3,3.0
PAK,33,2,5,0,5,3.0
PAK,38,2,5,0,4,3.0
PAK,31,2,5,3,4,3.0
PAK,33,2,5,3,4,3.0
PAK,36,2,5,2,4,3.0
PAK,35,2,5,3,4,3.0
PAK,25,2,5,3,4,3.0
PAK,30,2,5,1,3,3.0
PAK,25,2,5,1,4,3.0
PAK,28,2,5,3,4,3.0
PAK,18,2,5,3,2,3.0
PAK,30,2,5,3,2,3.0
PAK,21,2,5,1,3,3.0
PAK,42,2,5,3,3,3.0
PAK,45,2,5,0,4,3.0
PAK,18,2,5,3,2,3.0
PAK,30,2,5,1,4,3.0
PAK,26,2,5,0,4,3.0
PAK,25,2,5,3,4,3.0
PAK,35,2,5,4,2,3.0
PAK,30,2,5,3,4,3.0
PAK,35,2,5,0,4,3.0
PAK,50,2,5,0,4,3.0
PAK,40,2,5,3,4,3.0
PAK,22,2,5,3,4,3.0
PAK,45,2,5,2,4,3.0
PAK,35,2,5,1,3,3.0
PAK,22,2,5,4,3,3.0
PAK,35,2,5,3,3,3.0
PAK,32,2,5,4,3,3.0
PAK,50,1,5,0,4,3.0
PAK,42,1,5,7,3,3.0
PAK,55,1,5,3,2,3.0
PAK,45,1,5,4,3,3.0
PAK,75,1,5,1,4,3.0
PAK,26,1,5,2,3,3.0
PAK,33,1,5,3,3,3.0
PAK,75,1,5,3,2,3.0
PAK,29,2,5,0,5,3.0
PAK,25,2,5,3,4,3.0
PAK,27,2,5,0,4,3.0
PAK,40,2,5,0,4,3.0
PAK,19,1,5,2,4,3.0
PAK,24,1,5,6,3,3.0
PAK,42,1,5,1,4,3.0
PAK,25,1,5,3,5,3.0
PAK,35,1,5,0,5,3.0
PAK,42,1,5,1,3,3.0
PAK,19,1,5,0,5,3.0
PAK,50,1,5,0,5,3.0
PAK,33,1,5,0,4,3.0
PAK,40,1,5,3,4,3.0
PAK,26,1,5,6,2,3.0
PAK,25,1,5,0,4,3.0
PAK,40,1,5,2,5,3.0
PAK,23,1,5,3,3,3.0
PAK,38,1,5,3,4,3.0
PAK,20,1,5,2,4,3.0
PAK,33,1,5,2,2,3.0
PAK,35,1,5,0,4,3.0
PAK,45,2,5,0,3,3.0
PAK,40,2,5,1,4,3.0
PAK,25,2,5,7,1,3.0
PAK,35,2,5,3,4,3.0
PAK,25,2,5,1,4,3.0
PAK,35,2,5,3,4,3.0
PAK,55,2,5,0,4,3.0
PAK,30,2,5,3,3,3.0
PAK,22,2,5,2,4,3.0
PAK,28,2,5,1,3,3.0
PAK,30,2,5,0,3,3.0
PAK,45,2,5,0,4,3.0
PAK,35,2,5,3,4,3.0
PAK,25,2,5,3,4,3.0
PAK,30,2,5,2,4,3.0
PAK,25,2,5,3,4,3.0
PAK,40,2,5,0,4,3.0
PAK,20,2,5,6,3,3.0
PAK,21,2,5,6,3,3.0
PAK,28,2,5,7,3,3.0
PAK,35,2,5,1,4,3.0
PAK,37,2,5,4,2,3.0
PAK,20,2,5,6,2,3.0
PAK,38,2,5,6,2,3.0
PAK,28,2,5,6,2,3.0
PAK,22,2,5,1,4,3.0
PAK,22,2,5,6,2,3.0
PAK,28,2,5,4,2,3.0
PAK,20,2,5,6,2,3.0
PAK,35,2,5,6,2,3.0
PAK,25,2,5,3,2,3.0
PAK,25,2,5,2,2,3.0
PAK,35,2,5,0,2,3.0
PAK,50,2,5,0,2,3.0
PAK,35,2,5,1,4,3.0
PAK,40,2,5,3,2,3.0
PAK,20,2,5,6,2,3.0
PAK,39,1,5,4,3,3.0
PAK,40,1,5,3,4,3.0
PAK,30,1,5,2,4,3.0
PAK,61,1,9,2,5,3.0
PAK,64,1,5,4,5,3.0
PAK,62,1,9,0,5,3.0
PAK,53,1,5,5,3,3.0
PAK,45,1,5,1,4,3.0
PAK,58,1,5,1,4,3.0
PAK,29,1,5,3,4,3.0
PAK,25,1,5,7,2,3.0
PAK,35,1,5,5,3,3.0
PAK,32,1,5,7,2,3.0
PAK,55,1,5,0,3,3.0
PAK,38,1,5,7,3,3.0
PAK,32,1,5,5,2,3.0
PAK,37,1,5,3,2,3.0
PAK,30,1,5,4,2,3.0
PAK,40,1,5,1,4,3.0
PAK,23,1,5,6,3,3.0
PAK,37,1,5,3,2,3.0
PAK,47,1,5,7,2,3.0
PAK,65,1,5,1,4,3.0
PAK,50,1,5,0,3,3.0
PAK,50,1,5,2,3,3.0
PAK,65,1,5,0,2,3.0
PAK,37,1,5,3,3,3.0
PAK,65,1,5,3,2,3.0
PAK,55,1,5,2,3,3.0
PAK,80,1,5,1,4,3.0
PAK,82,1,5,3,3,3.0
PAK,38,1,5,1,3,3.0
PAK,30,1,5,1,3,3.0
PAK,32,1,5,0,3,3.0
PAK,55,1,5,0,4,3.0
PAK,45,1,5,4,4,3.0
PAK,43,1,5,3,4,3.0
PAK,55,1,5,2,4,3.0
PAK,71,1,5,4,2,3.0
PAK,30,1,5,4,3,3.0
PAK,26,1,5,4,3,3.0
PAK,55,1,5,2,3,3.0
PAK,29,1,5,2,3,3.0
PAK,42,1,5,3,3,3.0
PAK,18,2,5,3,1,3.0
PAK,48,2,5,3,3,3.0
PAK,25,2,5,6,3,3.0
PAK,52,2,5,4,2,3.0
PAK,47,2,5,2,4,3.0
PAK,60,1,5,1,4,3.0
PAK,42,1,5,1,3,3.0
PAK,33,1,5,0,5,3.0
PAK,32,1,5,7,2,3.0
PAK,58,1,5,2,3,3.0
PAK,53,1,5,3,3,3.0
PAK,23,1,5,6,3,3.0
PAK,57,1,5,3,2,3.0
PAK,34,1,5,2,3,3.0
PAK,36,1,5,4,2,3.0
PAK,29,1,5,6,3,3.0
PAK,45,1,5,7,2,3.0
PAK,42,1,5,2,3,3.0
PAK,48,1,5,4,5,3.0
PAK,35,1,5,4,3,3.0
PAK,40,1,5,4,3,3.0
PAK,26,1,5,3,2,3.0
PAK,40,1,5,0,4,3.0
PAK,37,1,5,3,1,3.0
PAK,40,1,5,4,4,3.0
PAK,30,1,5,4,4,3.0
PAK,47,1,5,1,1,3.0
PAK,38,1,5,0,5,3.0
PAK,34,1,5,0,5,3.0
PAK,41,1,5,0,1,3.0
PAK,46,1,5,2,1,3.0
PAK,28,1,5,0,4,3.0
PAK,19,1,5,3,5,3.0
PAK,29,1,5,3,4,3.0
PAK,35,1,5,0,4,3.0
PAK,42,1,5,4,4,3.0
PAK,32,1,5,6,3,3.0
PAK,38,1,5,0,4,3.0
PAK,38,1,5,0,5,3.0
PAK,44,1,5,4,5,3.0
PAK,36,1,6,0,1,3.0
PAK,41,1,5,4,5,3.0
PAK,43,1,5,3,5,3.0
PAK,29,2,5,3,4,3.0
PAK,22,2,5,4,4,3.0
PAK,35,2,5,4,3,3.0
PAK,25,2,5,4,4,3.0
PAK,39,2,5,1,3,3.0
PAK,33,1,5,2,5,3.0
PAK,19,1,5,0,3,3.0
PAK,50,1,5,0,3,3.0
PAK,18,1,5,4,2,3.0
PAK,19,1,5,3,3,3.0
PAK,25,1,5,3,4,3.0
PAK,18,1,5,2,3,3.0
PAK,20,1,5,4,3,3.0
PAK,29,1,5,2,3,3.0
PAK,30,1,5,3,3,3.0
PAK,35,1,5,0,3,3.0
PAK,42,2,5,0,3,3.0
PAK,40,2,5,0,3,3.0
PAK,48,2,5,0,4,3.0
PAK,29,2,5,0,2,3.0
PAK,50,2,5,0,5,3.0
PAK,50,2,5,0,5,3.0
PAK,22,1,5,1,5,3.0
PAK,38,1,5,2,4,3.0
PAK,34,1,5,0,5,3.0
PAK,23,1,5,0,4,3.0
PAK,28,1,5,2,3,3.0
PAK,25,1,5,0,5,3.0
PAK,38,1,5,0,4,3.0
PAK,25,1,5,0,5,3.0
PAK,25,1,5,0,5,3.0
PAK,41,1,5,2,3,3.0
PAK,44,1,5,3,3,3.0
PAK,48,1,5,0,4,3.0
PAK,52,1,5,0,4,3.0
PAK,60,1,5,1,5,3.0
PAK,20,1,5,3,4,3.0
PAK,39,1,5,1,4,3.0
PAK,28,1,5,3,3,3.0
PAK,42,1,5,3,3,3.0
PAK,40,1,5,0,3,3.0
PAK,29,1,5,6,3,8.0
PAK,40,1,5,0,4,3.0
PAK,62,1,5,1,3,3.0
PAK,38,1,5,0,4,3.0
PAK,30,1,5,1,4,3.0
PAK,37,1,5,0,5,3.0
PAK,30,1,5,3,4,3.0
PAK,46,1,5,0,4,3.0
PAK,50,1,5,7,2,3.0
PAK,40,2,5,0,2,3.0
PAK,45,2,5,0,2,8.0
PAK,23,2,5,4,1,3.0
PAK,28,2,5,0,5,3.0
PAK,45,2,5,0,3,3.0
PAK,30,2,5,0,5,3.0
PAK,26,2,5,1,3,3.0
PAK,45,2,5,0,3,3.0
PAK,45,2,5,0,5,3.0
PAK,20,2,5,0,3,3.0
PAK,18,2,5,0,3,3.0
PAK,19,1,5,4,4,3.0
PAK,18,1,5,3,4,3.0
PAK,19,1,5,4,4,3.0
PAK,40,1,5,0,3,3.0
PAK,22,1,5,1,4,3.0
PAK,41,1,5,1,5,3.0
PAK,31,1,5,0,5,3.0
PAK,32,1,5,1,5,3.0
PAK,35,1,5,1,5,3.0
PAK,41,1,5,3,2,3.0
PAK,41,1,5,2,5,3.0
PAK,38,1,5,1,5,3.0
PAK,42,1,5,6,2,3.0
PAK,35,1,5,3,2,3.0
PAK,30,1,5,4,5,3.0
PAK,28,1,5,4,5,3.0
PAK,42,1,5,0,1,3.0
PAK,36,1,5,1,1,3.0
PAK,32,1,5,2,2,3.0
PAK,32,1,5,2,4,3.0
PAK,26,1,5,6,4,3.0
PAK,33,1,5,1,5,3.0
PAK,26,1,5,0,4,3.0
PAK,25,1,5,1,3,8.0
PAK,43,1,5,4,2,3.0
PAK,28,1,5,4,5,3.0
PAK,36,1,5,3,3,3.0
PAK,32,1,5,2,4,3.0
PAK,28,1,5,0,4,3.0
PAK,45,1,5,3,4,3.0
PAK,40,1,5,4,4,3.0
PAK,35,1,5,3,4,3.0
PAK,41,1,5,2,4,3.0
PAK,60,1,5,3,4,3.0
PAK,50,1,5,1,4,3.0
PAK,30,1,5,1,4,3.0
PAK,20,2,5,4,2,3.0
PAK,40,2,5,7,3,3.0
PAK,58,2,5,3,1,3.0
PAK,30,2,5,6,4,3.0
PAK,48,2,5,7,2,3.0
PAK,60,1,5,3,4,3.0
PAK,22,1,5,6,2,3.0
PAK,42,1,5,4,4,3.0
PAK,40,1,5,1,4,3.0
PAK,25,1,5,3,2,3.0
PAK,30,1,5,2,4,3.0
PAK,43,1,5,3,4,3.0
PAK,49,1,5,0,4,3.0
PAK,60,1,5,0,4,3.0
PAK,40,1,5,3,4,3.0
PAK,48,1,5,1,4,3.0
PAK,35,1,5,3,4,3.0
PAK,47,1,5,3,4,3.0
PAK,24,1,5,1,2,8.0
PAK,25,1,5,3,3,3.0
PAK,28,1,5,3,4,3.0
PAK,18,1,5,4,3,3.0
PAK,55,1,5,0,4,3.0
PAK,45,1,5,2,2,3.0
PAK,35,1,5,2,4,3.0
PAK,28,1,5,3,3,3.0
PAK,36,1,5,6,4,3.0
PAK,35,1,5,0,3,3.0
PAK,22,2,5,2,1,3.0
PAK,18,2,5,4,1,3.0
PAK,40,2,5,7,2,3.0
PAK,27,2,5,5,4,3.0
PAK,20,2,5,1,4,3.0
PAK,30,2,5,1,4,3.0
PAK,20,2,5,1,2,3.0
PAK,25,2,5,0,5,3.0
PAK,22,2,5,3,3,3.0
PAK,22,1,5,4,5,3.0
PAK,45,1,5,0,3,3.0
PAK,18,1,5,4,2,3.0
PAK,28,1,5,4,3,3.0
PAK,24,1,5,0,2,3.0
PAK,25,1,5,1,3,3.0
PAK,25,2,5,3,3,3.0
PAK,33,2,5,0,4,3.0
PAK,20,2,5,4,2,3.0
PAK,21,2,5,3,3,3.0
PAK,45,2,5,3,3,3.0
PAK,41,1,5,4,2,3.0
PAK,26,1,5,3,3,3.0
PAK,38,1,5,3,3,3.0
PAK,54,1,5,4,3,3.0
PAK,28,1,5,3,2,3.0
PAK,24,1,5,0,2,3.0
PAK,25,1,5,6,3,3.0
PAK,26,2,5,0,3,3.0
PAK,25,2,5,0,3,3.0
PAK,37,2,5,0,3,3.0
PAK,41,2,5,0,3,3.0
PAK,39,2,5,0,3,3.0
PAK,34,2,5,0,3,3.0
PAK,36,1,5,0,4,3.0
PAK,38,1,5,1,5,3.0
PAK,38,1,5,0,4,3.0
PAK,36,1,5,3,4,3.0
PAK,39,1,5,0,4,3.0
PAK,39,1,5,1,4,3.0
PAK,39,1,5,6,3,3.0
PAK,63,1,5,2,3,3.0
PAK,36,1,5,4,3,3.0
PAK,34,1,5,5,2,3.0
PAK,37,1,5,6,3,3.0
PAK,53,1,5,4,3,3.0
PAK,48,1,5,6,3,3.0
PAK,36,1,5,3,4,3.0
PAK,42,1,5,1,4,3.0
PAK,58,2,5,3,3,3.0
PAK,40,2,5,0,2,3.0
PAK,32,2,5,4,3,3.0
PAK,29,2,5,4,2,3.0
PAK,40,2,5,4,2,3.0
PAK,32,2,5,3,3,3.0
PAK,38,2,5,3,2,3.0
PAK,40,2,5,3,2,3.0
PAK,49,2,5,3,3,3.0
PAK,41,2,5,3,3,3.0
PAK,27,1,5,3,3,3.0
PAK,29,1,5,3,4,3.0
PAK,44,1,5,2,2,3.0
PAK,34,1,5,4,2,3.0
PAK,26,1,5,6,3,3.0
PAK,42,1,5,1,4,3.0
PAK,37,1,5,2,4,3.0
PAK,38,1,5,4,4,3.0
PAK,51,1,5,0,4,3.0
PAK,35,1,5,1,4,3.0
PAK,33,1,5,2,4,3.0
PAK,48,1,5,6,2,3.0
PER,48,1,1,6,2,1.0
PER,82,2,1,6,3,1.0
PER,35,1,1,4,3,2.0
PER,20,1,1,5,3,7.0
PER,58,1,1,4,3,1.0
PER,24,1,1,4,3,7.0
PER,39,1,1,4,2,7.0
PER,55,1,1,3,3,7.0
PER,36,2,1,6,3,7.0
