Q1,Q2,Q3,Q4,Q5,Q6,Q29,Q37,Q41,Q59,Q60,Q63,Q75,Q90,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q159,Q160,Q178,Q182,Q184,Q185,Q186,Q187,Q188,Q189,Q195,Q196,Q197,Q260,Q262,Q275,Q287,Q289,Q290,B_COUNTRY_ALPHA
1,2,2,3,2,1,3,4,5,4,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,7,7,5,2,3,4,4,4,4,6,10,4,2,2,35,6,3,2,496001,MNG
1,2,1,2,1,3,3,2,5,1,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,7,6,5,4,5,5,9,4,4,4,5,4,4,2,41,6,2,7,496001,MNG
1,2,2,1,1,2,3,2,2,1,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,6,7,5,4,8,5,5,5,8,5,5,4,4,1,38,6,2,0,496001,MNG
1,2,2,3,2,3,2,2,4,3,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,10,2,2,4,5,3,6,1,10,5,10,2,3,1,30,6,2,0,496001,MNG
1,1,1,2,2,3,2,5,5,1,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,5,5,9,5,5,5,10,3,4,2,21,6,2,0,496001,MNG
1,1,1,1,1,2,4,5,2,2,1,2,3,5,0,0,0,0,0,0,0,0,0,2,0,7,6,5,5,4,4,4,4,4,5,5,4,4,1,29,6,3,0,496001,MNG
1,1,3,4,1,3,4,1,4,1,1,4,3,5,0,0,0,0,0,0,0,0,0,0,0,7,7,5,5,5,5,6,5,5,5,5,4,4,2,29,6,2,5,496008,MNG
1,1,1,3,1,3,3,5,2,1,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5,5,5,5,5,5,5,5,4,4,1,67,6,2,0,496001,MNG
1,1,2,2,1,2,3,3,2,2,3,4,2,5,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,5,5,8,5,10,5,5,4,4,2,48,3,4,2,496001,MNG
1,1,1,2,2,1,3,2,2,1,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,7,6,5,5,5,5,5,5,8,5,4,4,4,2,47,4,5,9,496001,MNG
1,2,1,1,1,1,2,4,5,1,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,5,5,9,5,5,8,5,3,4,1,45,7,4,7,496003,MNG
1,1,1,2,1,3,3,4,2,1,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,5,5,5,5,7,5,5,3,4,1,38,6,2,0,496001,MNG
1,2,2,3,1,2,3,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,5,5,5,5,5,5,10,2,4,2,60,3,2,7,496001,MNG
1,1,1,3,3,4,2,2,2,1,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0,7,7,5,5,5,9,5,5,5,5,5,4,4,1,59,6,2,0,496001,MNG
1,2,3,3,2,4,1,2,4,1,1,2,3,9,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,5,5,5,5,5,4,4,2,52,6,3,0,496001,MNG
1,1,1,2,3,4,1,2,2,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,9,3,8,7,5,5,6,5,6,5,5,3,4,1,53,6,2,0,496001,MNG
1,2,3,2,1,3,3,2,5,1,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,7,7,9,5,5,5,8,5,5,5,10,4,4,2,39,6,2,2,496001,MNG
1,2,1,4,2,4,4,2,1,4,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,5,5,5,5,5,5,10,4,4,2,37,6,4,0,496009,MNG
1,2,2,3,2,3,3,2,4,2,2,3,4,5,0,0,0,0,0,0,0,0,0,2,2,8,5,7,5,5,5,5,5,5,5,8,4,4,1,20,3,2,0,496001,MNG
1,1,1,3,3,4,3,5,2,1,1,2,2,5,0,1,0,0,0,0,0,0,0,1,1,8,8,5,5,5,5,5,5,5,5,5,4,4,2,30,3,3,0,496001,MNG
1,2,2,2,1,3,4,2,2,1,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,7,5,6,6,5,5,6,5,6,5,10,4,4,2,27,6,2,0,496001,MNG
1,1,2,2,1,2,1,3,3,2,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,7,8,5,8,7,6,9,5,5,5,10,4,4,1,30,6,2,2,496001,MNG
1,1,1,4,1,3,1,1,1,1,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,9,9,5,5,5,5,5,5,5,5,10,3,4,2,34,7,2,0,496001,MNG
1,1,1,2,2,3,2,2,1,1,2,3,2,9,0,0,2,0,0,0,0,2,0,0,0,9,5,3,9,4,4,6,4,6,2,5,3,4,1,40,6,2,0,496001,MNG
1,1,1,2,2,4,1,3,3,1,1,3,2,7,1,1,0,0,0,1,1,2,1,0,0,5,5,5,7,7,7,7,7,5,5,7,1,2,2,69,6,2,7,496001,MNG
1,2,2,3,1,3,2,2,3,2,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,3,3,2,8,8,9,9,6,7,3,8,3,2,1,26,3,2,0,496001,MNG
2,2,2,2,2,2,1,5,5,1,2,4,1,7,0,0,0,0,0,0,0,0,0,0,0,6,7,5,5,5,5,5,5,5,5,5,2,3,2,20,2,3,0,496001,MNG
1,1,1,2,1,4,1,2,2,2,1,2,2,5,2,1,0,0,0,0,1,1,2,1,1,8,7,7,5,6,7,5,5,6,7,6,2,1,2,25,4,2,7,496001,MNG
1,1,1,1,1,4,3,3,3,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,8,5,7,7,6,7,5,5,7,6,6,1,2,2,31,6,3,7,496001,MNG
1,1,1,1,1,4,2,2,2,1,1,1,2,5,0,1,0,0,0,0,0,0,0,0,0,8,6,8,6,5,4,6,8,5,4,5,1,2,2,30,6,2,0,496001,MNG
2,2,2,2,3,4,1,2,2,1,1,4,1,6,0,0,0,0,0,0,0,0,1,1,1,5,6,4,8,7,7,6,6,5,5,6,2,1,1,30,6,2,7,496001,MNG
1,1,1,1,1,4,2,3,2,1,1,4,3,6,2,1,2,1,1,1,2,2,1,1,1,8,6,1,5,7,8,7,7,9,9,7,2,1,1,37,6,2,0,496001,MNG
1,1,2,3,2,4,3,2,4,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,3,2,6,3,2,3,8,2,1,2,41,7,3,0,496001,MNG
1,1,1,2,2,4,3,2,3,1,1,2,3,6,0,0,0,0,0,0,0,0,0,1,1,7,7,5,7,4,4,4,6,6,5,5,3,1,1,47,6,2,1,496001,MNG
1,1,1,1,1,3,2,1,5,1,1,3,1,8,0,0,0,0,0,1,1,1,1,0,0,6,5,5,7,5,7,7,5,5,6,5,1,2,2,61,6,2,7,496001,MNG
3,2,3,3,3,3,2,2,1,1,1,2,1,4,1,1,2,2,1,1,1,1,2,1,0,5,6,5,6,6,1,5,7,4,5,6,3,2,1,55,7,2,7,496001,MNG
1,1,2,2,2,4,4,3,3,3,2,4,1,7,0,0,0,0,0,0,0,0,0,0,0,6,7,5,5,5,5,5,5,5,5,5,3,3,1,44,4,3,1,496001,MNG
1,1,1,1,1,4,3,2,2,1,1,1,2,6,0,0,0,1,1,1,0,0,1,0,0,5,6,6,5,6,7,5,5,6,6,7,1,1,2,20,3,2,0,496001,MNG
1,2,2,3,1,3,3,2,3,2,2,4,2,8,2,0,0,0,0,0,0,1,0,0,0,10,2,3,6,6,6,8,7,3,1,7,3,2,1,79,4,3,7,496001,MNG
1,2,2,3,2,3,3,2,1,2,3,4,1,5,1,0,1,0,1,0,1,0,0,1,2,3,6,8,5,5,3,2,4,5,4,7,3,2,2,50,3,3,0,496001,MNG
1,2,2,3,1,3,2,2,2,2,3,3,2,5,1,0,0,1,0,0,1,0,1,1,2,4,6,7,3,3,5,4,2,1,1,6,2,4,2,51,2,2,7,496001,MNG
1,1,2,2,1,2,4,1,2,2,2,3,1,5,1,2,1,2,1,1,0,1,0,1,2,5,6,4,7,3,5,4,5,5,4,6,1,2,2,40,2,2,7,496001,MNG
1,2,1,3,1,4,3,2,2,2,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,3,2,2,3,2,3,2,4,4,1,27,3,4,0,496001,MNG
1,1,2,3,2,3,3,2,1,3,3,3,4,5,0,1,1,0,0,1,0,0,1,1,0,4,6,1,5,4,1,2,1,4,5,8,2,2,1,37,6,3,7,496001,MNG
1,1,1,3,2,3,1,2,2,2,3,2,2,5,2,1,1,2,2,2,1,2,1,0,1,6,5,7,6,4,7,5,4,5,3,5,3,4,1,44,6,2,7,496001,MNG
1,1,1,3,2,3,3,1,2,3,3,4,2,6,1,1,0,0,1,2,1,2,0,0,1,6,5,7,4,4,7,5,3,5,4,7,3,4,1,30,4,2,7,496001,MNG
1,2,2,3,1,3,2,2,2,2,2,3,2,4,1,0,0,1,1,1,0,0,0,1,0,5,7,4,4,5,7,5,4,5,4,7,3,3,2,30,6,2,0,496001,MNG
1,2,1,3,1,3,3,1,2,2,2,3,2,6,1,2,2,1,0,1,1,0,0,1,0,8,5,7,3,5,9,4,5,4,3,4,1,3,2,27,6,2,7,496001,MNG
1,1,1,3,2,3,4,1,1,2,2,3,2,5,1,2,2,0,1,2,1,1,0,0,1,7,4,4,7,4,7,4,2,4,5,4,1,2,1,25,6,2,7,496001,MNG
1,2,3,3,1,3,1,2,4,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2,3,2,1,3,3,4,4,2,19,4,4,0,496001,MNG
1,1,2,2,1,2,3,2,2,2,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,4,5,5,9,6,5,4,5,10,5,7,3,3,1,64,3,3,0,496001,MNG
1,1,2,3,1,4,3,3,2,3,1,3,1,6,0,2,2,0,0,0,1,2,0,0,0,10,8,7,7,5,5,7,5,7,5,7,2,2,1,46,6,4,0,496001,MNG
1,2,2,3,1,4,3,3,5,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,6,7,6,6,5,8,10,7,10,9,1,3,4,2,48,6,2,0,496001,MNG
1,2,2,4,4,4,3,2,2,2,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,7,7,5,5,5,5,5,5,5,5,5,3,4,2,49,3,4,0,496001,MNG
1,1,1,3,1,4,2,2,2,2,1,3,1,6,0,0,0,0,0,0,1,0,0,0,2,10,7,5,7,4,6,4,6,4,4,6,2,2,2,40,7,4,0,496001,MNG
1,2,2,1,1,4,3,2,2,2,2,2,3,6,0,0,0,0,0,0,0,0,0,0,0,7,7,5,4,7,6,7,7,4,5,6,1,4,2,38,4,3,0,496001,MNG
1,1,1,1,1,4,2,3,3,1,2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,5,6,8,4,7,5,8,6,5,8,8,1,2,1,40,6,4,0,496001,MNG
1,2,1,3,1,4,3,2,1,1,1,1,1,5,0,0,0,0,0,2,2,1,1,2,0,7,6,1,1,1,1,1,1,4,2,10,4,1,1,43,6,4,0,496001,MNG
1,1,2,4,3,3,3,4,4,2,2,3,3,7,2,2,1,1,0,0,0,0,1,0,1,6,5,3,3,3,5,5,5,5,4,4,2,3,1,31,3,3,7,496001,MNG
1,1,1,1,1,4,2,4,3,1,2,3,2,6,2,1,1,1,0,0,1,1,1,0,0,5,5,7,5,5,6,6,6,5,5,5,1,1,2,32,6,3,0,496001,MNG
1,2,1,2,1,4,2,2,4,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,8,5,3,1,2,3,8,2,8,1,1,3,4,2,25,6,3,0,496001,MNG
1,2,2,3,1,4,2,4,5,3,4,4,1,7,0,0,0,0,0,0,0,0,0,0,0,9,10,5,5,5,5,5,5,5,5,5,3,4,1,25,6,3,0,496001,MNG
1,1,2,3,2,4,4,3,2,2,3,4,1,7,0,0,0,0,0,0,0,0,0,0,0,7,6,5,5,5,5,5,5,5,5,6,3,2,2,19,6,2,0,496001,MNG
2,1,1,1,2,4,1,2,3,2,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,6,5,6,5,6,6,5,2,2,2,65,6,3,0,496001,MNG
2,2,3,3,2,2,3,1,2,2,3,2,2,7,2,1,0,2,0,2,1,1,1,2,1,6,9,3,2,4,5,4,6,4,3,8,2,2,2,23,6,3,0,496001,MNG
1,2,1,3,1,2,3,4,2,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,2,4,2,29,7,2,7,496001,MNG
1,1,1,2,1,1,2,5,4,1,1,3,1,7,1,1,2,0,1,1,0,1,2,1,1,9,6,3,2,1,3,5,4,3,3,8,1,2,1,28,7,2,0,496001,MNG
1,2,3,2,1,4,3,2,2,3,2,4,-1,5,1,0,2,0,0,0,0,0,0,0,0,6,1,10,1,1,1,1,1,1,1,1,3,1,2,32,6,3,0,496001,MNG
2,3,2,3,2,2,2,2,4,1,2,2,2,8,1,2,1,0,0,0,0,1,0,2,0,9,8,6,3,4,2,2,4,3,5,8,2,1,1,30,7,3,5,496001,MNG
1,1,1,2,1,1,4,1,5,1,1,2,1,8,1,1,0,1,0,0,0,0,1,0,0,4,6,3,5,3,3,1,4,3,3,5,2,2,2,40,6,4,0,496001,MNG
2,1,2,2,1,1,2,3,4,2,3,2,1,8,1,2,1,1,2,1,2,1,0,0,0,9,5,4,4,2,4,3,4,5,4,4,2,3,2,37,7,2,0,496001,MNG
1,1,1,1,1,1,1,2,1,4,4,4,2,8,1,1,1,1,1,1,1,1,1,1,1,10,10,4,6,6,2,5,6,3,4,7,2,4,1,35,6,3,7,496001,MNG
1,1,1,1,1,1,3,1,1,1,2,1,3,7,1,1,1,0,0,0,0,0,0,0,0,7,-1,3,3,5,4,4,4,4,5,4,2,2,2,46,7,4,0,496001,MNG
3,2,2,1,2,1,2,2,5,2,3,3,3,8,2,1,2,2,1,2,2,1,2,2,1,7,6,4,6,8,7,6,6,8,6,8,3,2,1,53,7,4,2,496001,MNG
1,1,1,2,2,2,1,1,5,2,1,1,2,8,1,1,2,1,0,1,0,0,0,0,1,8,5,4,5,3,4,4,2,3,3,4,2,3,2,60,7,4,0,496001,MNG
2,2,2,3,3,3,3,2,2,2,2,3,1,7,1,2,2,2,2,2,2,2,1,1,1,6,5,4,5,5,7,3,8,6,5,6,1,2,1,64,6,2,0,496001,MNG
1,1,1,1,2,2,3,2,1,1,1,2,2,7,1,1,0,1,0,0,0,1,1,0,0,9,5,6,3,2,2,3,5,4,3,7,2,3,1,67,6,3,0,496001,MNG
3,2,3,2,3,2,1,5,4,2,3,2,3,8,2,1,2,2,1,1,2,1,2,2,2,9,5,4,7,9,7,6,5,5,4,4,2,3,2,69,5,4,2,496001,MNG
1,2,2,3,1,2,1,1,2,3,2,2,2,5,0,2,2,0,1,0,1,0,0,1,0,4,5,6,6,6,5,6,1,5,5,2,1,2,1,21,6,3,0,496001,MNG
2,1,3,4,3,2,4,3,4,3,1,4,1,9,1,0,2,1,0,1,2,1,0,1,2,10,4,10,6,8,9,8,10,9,8,9,4,3,2,54,6,2,0,496001,MNG
1,1,2,2,2,4,2,4,1,1,2,3,1,5,0,0,2,0,0,1,2,2,0,2,2,8,4,5,8,6,8,3,2,5,7,1,3,2,2,29,5,2,0,496001,MNG
1,1,2,2,1,4,2,3,4,1,2,4,1,5,0,1,1,2,2,0,2,2,0,2,1,4,2,8,3,5,9,4,2,6,4,10,2,2,1,29,7,3,0,496001,MNG
1,1,2,2,1,3,1,5,3,2,1,3,-1,6,0,0,0,0,0,0,1,1,0,1,0,7,4,2,9,7,5,4,1,4,1,6,1,2,2,30,6,3,0,496001,MNG
1,1,1,2,1,3,3,2,1,1,1,4,2,7,0,0,0,2,1,1,2,0,2,2,2,8,6,6,3,5,7,10,7,4,9,6,3,2,1,32,5,1,0,496001,MNG
1,1,1,1,3,4,1,3,5,3,2,2,-1,5,0,0,0,0,0,0,1,2,1,2,1,7,5,8,8,5,7,5,8,5,9,5,1,1,1,38,5,2,0,496001,MNG
1,1,2,2,1,4,1,5,3,1,1,1,2,5,0,0,1,0,0,0,1,1,0,0,0,2,8,5,4,8,4,2,5,9,10,3,1,1,2,44,6,3,0,496001,MNG
1,1,2,2,1,3,2,1,1,2,1,4,1,5,1,0,1,1,1,2,2,2,1,2,2,9,3,6,7,1,5,8,2,10,2,6,1,2,2,34,6,2,0,496001,MNG
1,1,2,2,1,3,3,4,5,2,3,4,2,3,0,0,2,0,1,0,2,2,0,2,2,6,8,3,10,1,2,4,7,5,10,1,3,4,1,20,7,4,0,496001,MNG
1,1,2,2,1,3,2,1,1,2,1,4,1,6,0,0,2,0,0,1,0,0,2,2,2,6,3,6,5,3,4,8,9,9,6,7,4,4,1,56,5,3,7,496001,MNG
1,2,1,1,2,1,3,2,5,2,3,4,3,9,0,0,0,0,0,0,0,1,1,1,0,3,9,7,4,8,4,8,5,1,1,7,2,2,1,45,6,2,0,496001,MNG
1,1,1,1,2,2,2,1,1,2,1,4,2,7,0,0,0,0,0,0,0,2,2,2,2,5,3,4,6,3,6,4,8,1,2,5,2,3,2,23,6,3,0,496001,MNG
1,1,2,2,2,3,3,5,2,1,1,4,1,4,0,0,0,0,0,0,0,1,1,0,0,6,3,4,5,3,2,6,2,8,5,4,1,2,2,55,5,1,0,496001,MNG
2,2,2,3,2,4,1,4,1,3,2,3,3,6,2,2,1,1,0,1,2,2,1,1,1,7,9,1,6,5,6,5,1,2,3,5,3,3,2,35,3,2,0,496001,MNG
1,2,3,3,1,4,3,2,3,4,1,3,2,7,0,2,1,0,0,1,1,0,1,2,2,7,5,4,6,1,6,3,4,3,2,3,2,3,1,35,3,4,0,496001,MNG
2,3,3,2,3,4,4,4,2,3,1,4,1,6,2,1,1,0,0,1,2,0,1,2,1,5,6,2,4,5,4,5,4,3,4,5,3,4,2,40,6,2,0,496001,MNG
1,1,2,3,2,4,3,4,2,3,1,4,3,6,2,1,1,2,1,1,0,2,1,1,0,5,6,3,7,5,3,2,3,1,1,5,2,2,1,50,6,2,7,496001,MNG
1,1,1,3,2,3,2,2,2,3,2,3,3,4,2,2,0,2,1,2,1,1,0,1,2,7,6,4,6,4,2,2,3,1,2,2,2,1,2,54,6,2,7,496001,MNG
2,2,3,4,2,3,4,3,4,2,2,2,2,5,2,1,1,2,0,1,1,2,1,2,2,9,6,4,4,3,1,3,3,2,1,5,2,2,2,55,2,2,0,496001,MNG
1,1,2,2,1,3,3,3,3,3,1,4,2,6,2,1,1,0,0,1,1,2,1,1,0,9,8,1,5,6,4,5,3,3,2,2,2,3,1,64,3,4,7,496001,MNG
1,1,2,3,2,4,2,3,3,3,1,3,2,8,1,2,2,1,1,1,2,0,1,2,1,9,5,1,4,2,5,5,4,1,1,5,3,4,2,33,6,2,0,496001,MNG
1,2,1,2,3,4,4,1,2,3,1,4,2,7,2,1,2,0,1,2,1,1,0,2,1,4,8,3,3,1,1,2,3,2,1,3,3,4,1,34,6,2,0,496001,MNG
4,3,3,2,3,2,1,2,4,1,2,3,2,5,2,1,2,0,1,1,1,2,1,0,0,5,8,2,3,2,1,1,2,3,2,4,2,3,2,25,6,2,0,496001,MNG
2,3,2,2,4,3,2,3,4,2,3,2,1,7,2,2,1,2,0,1,1,2,1,2,0,5,9,3,7,1,2,4,1,2,4,5,2,3,1,28,3,1,0,496001,MNG
1,2,1,3,2,3,2,4,3,2,2,2,3,7,2,1,1,2,2,0,1,2,1,0,1,8,6,5,6,8,4,6,3,4,5,5,3,4,2,20,3,4,7,496001,MNG
1,2,1,3,2,4,2,2,2,2,2,2,2,6,1,2,0,1,2,1,0,1,2,1,2,6,5,5,5,5,6,5,4,5,6,3,3,2,1,21,6,4,0,496001,MNG
2,3,2,2,4,3,3,5,1,3,3,4,3,6,1,1,1,0,0,0,1,1,1,2,1,8,6,2,3,1,5,4,6,4,3,6,2,3,1,35,3,3,0,496001,MNG
1,1,1,2,2,3,2,3,3,3,2,4,3,3,2,0,0,0,2,1,0,0,0,1,0,7,8,5,1,2,3,1,2,5,1,8,3,3,1,46,3,2,7,496001,MNG
2,3,2,2,2,3,3,3,3,2,2,4,2,9,1,1,0,1,2,2,1,0,1,1,0,7,9,3,1,3,4,2,1,1,1,6,4,4,1,45,3,4,7,496001,MNG
1,1,1,3,2,3,3,4,5,3,2,3,2,3,1,1,0,1,2,2,2,1,0,1,1,8,8,9,2,4,6,2,1,5,1,9,2,3,2,39,6,2,0,496001,MNG
1,2,1,3,2,4,2,3,2,4,2,3,2,1,0,1,1,1,2,2,2,1,0,2,2,8,3,6,3,5,8,6,1,5,1,9,1,3,2,35,6,2,7,496001,MNG
1,1,1,2,2,3,1,3,4,3,2,4,2,9,1,0,0,1,2,2,1,1,0,2,0,8,9,5,1,3,4,1,2,4,2,8,3,4,1,35,6,2,0,496001,MNG
1,1,1,2,2,3,3,4,5,3,2,3,2,9,1,0,1,2,2,2,1,2,1,2,0,8,9,3,2,2,4,1,2,2,1,8,3,4,1,40,3,3,0,496001,MNG
1,1,1,2,1,3,3,4,5,2,2,3,2,1,1,1,1,0,2,2,2,1,2,2,2,9,10,7,1,1,4,2,1,1,1,10,1,3,2,32,6,2,0,496001,MNG
1,1,1,3,1,3,2,5,4,2,2,3,2,9,2,1,0,1,2,2,1,0,1,2,2,8,8,3,3,1,1,2,3,2,1,3,3,4,2,33,2,2,0,496001,MNG
1,2,1,3,1,3,2,3,3,1,2,4,2,7,0,1,1,1,1,0,2,2,1,0,0,9,5,8,3,4,5,1,1,1,1,7,3,4,1,31,0,2,0,496001,MNG
1,1,2,4,1,3,3,4,4,2,1,4,3,8,1,2,2,2,1,2,2,2,2,2,1,7,8,8,2,4,5,2,1,3,2,7,1,3,2,25,6,2,0,496001,MNG
1,1,1,3,2,3,3,4,4,3,2,4,2,5,1,2,2,1,1,2,2,2,2,2,0,9,6,7,2,4,5,2,1,3,1,7,3,4,1,25,6,2,0,496001,MNG
1,1,1,3,3,4,4,3,2,3,4,3,3,3,1,2,1,0,0,1,1,2,2,2,2,8,9,8,1,3,3,1,1,2,1,8,3,4,2,19,6,2,7,496001,MNG
1,3,2,2,3,4,4,2,1,2,1,4,4,7,1,1,0,0,1,1,0,0,1,1,2,8,4,1,5,2,1,6,5,7,7,2,2,3,1,18,6,3,0,496001,MNG
1,1,2,3,2,3,3,3,4,2,1,3,-1,4,1,2,1,0,1,2,2,1,2,0,1,7,8,3,3,4,3,1,4,1,1,8,3,4,2,53,3,2,0,496001,MNG
2,3,3,2,2,2,2,5,3,3,1,3,4,8,1,0,0,0,1,0,0,0,0,0,2,8,7,6,4,7,7,5,6,6,5,4,2,3,2,58,4,3,2,496001,MNG
3,2,2,2,3,3,3,2,3,2,2,2,3,7,0,0,0,0,0,0,0,0,0,0,0,9,10,6,4,5,6,7,9,5,9,1,2,2,2,51,8,2,0,496001,MNG
2,2,1,2,1,3,2,2,2,2,2,2,3,9,0,0,0,0,0,0,0,0,0,2,0,9,8,5,6,7,8,6,5,5,4,8,3,2,1,54,7,2,0,496001,MNG
2,2,2,3,2,3,3,1,2,2,1,1,3,9,0,0,0,0,0,0,2,1,0,0,0,7,10,5,1,2,1,1,2,2,3,1,2,3,2,36,5,3,0,496001,MNG
2,3,2,2,2,2,1,5,2,2,1,2,3,9,2,0,1,0,0,0,0,0,0,0,0,10,8,5,3,9,8,6,1,1,4,3,2,1,1,37,7,3,7,496001,MNG
2,1,2,3,2,2,2,3,2,2,2,3,3,8,2,2,0,0,0,0,1,0,0,1,0,8,10,5,4,1,1,1,1,1,1,1,2,3,2,35,6,2,7,496001,MNG
1,1,2,3,1,4,1,2,2,2,1,3,3,8,0,0,0,0,0,0,0,0,1,0,0,9,10,4,1,2,2,1,1,2,1,1,1,2,1,32,5,3,7,496001,MNG
2,2,1,1,2,2,2,4,3,2,2,3,3,8,2,1,2,1,2,2,2,1,1,1,1,9,7,7,7,6,7,8,8,8,5,5,1,1,1,25,0,2,7,496001,MNG
3,3,3,2,2,2,1,4,3,2,1,2,4,8,2,2,2,1,2,1,1,0,0,0,0,8,9,6,8,5,5,5,5,6,4,7,2,2,2,27,3,4,7,496002,MNG
2,2,3,4,2,3,3,3,2,2,2,1,4,9,2,0,0,0,0,0,0,0,0,0,0,8,10,4,6,7,8,8,8,5,6,10,2,1,1,20,5,4,7,496001,MNG
2,2,3,3,1,3,1,3,2,1,1,2,2,7,0,2,0,2,0,0,0,0,0,0,0,7,10,6,5,5,5,6,7,6,6,5,2,2,2,20,6,2,7,496001,MNG
2,2,3,2,2,2,1,4,5,1,1,2,4,7,0,0,0,0,0,0,1,0,0,0,2,9,10,2,1,2,1,2,2,1,2,1,2,2,1,18,3,3,7,496001,MNG
2,3,2,3,3,3,2,3,2,2,2,4,3,9,0,0,0,0,0,0,0,0,2,2,0,10,10,7,6,6,5,4,1,1,1,2,2,1,1,60,6,2,7,496001,MNG
2,2,3,4,4,3,3,4,4,2,4,4,4,6,1,1,0,0,0,0,0,0,0,1,0,5,8,2,2,4,4,4,1,1,1,8,2,4,1,71,3,4,0,496003,MNG
1,2,2,2,2,3,3,3,4,3,3,4,4,6,1,1,0,0,0,0,1,0,0,1,0,5,1,1,2,3,5,5,1,1,1,3,2,2,1,56,2,3,7,496001,MNG
2,2,3,4,3,4,2,3,5,2,3,4,3,7,1,1,0,0,0,0,1,0,0,1,0,7,7,2,3,3,2,3,1,1,1,4,3,3,2,55,3,4,0,496001,MNG
1,3,3,4,3,4,3,3,2,3,4,4,3,5,1,0,0,0,1,1,2,1,0,1,0,7,4,3,4,3,5,5,1,1,1,6,4,4,2,47,3,3,0,496001,MNG
3,2,2,2,1,1,1,3,2,2,3,1,4,8,2,1,2,1,1,2,1,1,2,1,2,8,9,4,6,8,7,8,6,8,7,8,3,2,1,54,3,2,7,496001,MNG
2,2,4,4,3,4,3,4,5,4,4,4,3,6,1,1,0,0,0,0,0,0,0,1,0,6,3,1,3,1,4,4,1,1,1,4,4,4,2,35,6,3,7,496002,MNG
3,3,2,3,3,2,2,3,5,3,2,3,3,6,0,0,0,1,0,1,0,1,0,1,0,4,7,1,2,3,3,2,1,1,1,2,3,4,1,39,6,4,0,496001,MNG
3,3,2,1,1,1,2,3,3,2,2,3,3,8,1,2,2,1,2,2,1,1,2,2,1,7,8,5,7,7,8,6,5,4,4,5,3,3,1,31,6,2,0,496001,MNG
3,3,4,4,4,4,3,2,3,4,4,3,3,8,1,0,0,0,0,1,0,0,0,1,0,8,4,2,3,3,3,2,1,1,1,3,3,4,2,30,3,3,7,496001,MNG
3,3,2,2,2,2,1,3,2,2,2,3,3,7,2,1,2,1,2,1,2,1,2,1,2,10,9,3,7,7,6,5,10,8,5,3,2,4,2,28,6,2,0,496001,MNG
2,1,2,4,3,4,3,1,3,2,2,4,4,7,1,0,0,1,0,0,0,0,1,0,0,7,5,1,4,3,4,3,1,1,1,3,3,4,1,25,3,2,7,496001,MNG
2,2,2,3,3,3,3,2,4,2,3,4,3,6,1,0,0,1,0,0,0,1,0,0,0,7,3,1,1,1,5,5,1,1,1,4,3,4,2,21,5,2,7,496001,MNG
2,2,3,4,2,4,4,1,3,2,2,4,2,6,1,0,1,1,1,1,0,2,0,0,0,7,8,1,3,2,2,2,1,1,1,5,4,4,1,22,4,2,7,496001,MNG
1,2,3,3,2,3,3,3,4,2,4,4,2,6,1,0,1,1,0,0,0,1,0,1,1,7,3,1,2,3,2,1,1,1,1,2,2,4,2,19,6,1,7,496001,MNG
3,3,4,3,3,3,3,3,4,2,4,4,3,7,0,0,0,0,0,1,0,0,0,1,0,3,8,3,3,1,2,2,1,1,1,2,3,4,2,64,3,4,0,496001,MNG
